,Job Title,Location,Date,Link,Job Attributes,Job Description
29,Case Manager,"Waltham, MA",Apr 28,https://boston.craigslist.org/gbs/npo/d/waltham-case-manager/7313764552.html,"
compensation: Competitive Salary

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Springwell is seeking dedicated and compassionate Case Managers to join our Case Management and Housing Departments.
A Case Manager conducts comprehensive in-home assessments with elders, helps determine needs and eligibility for government subsidized services, creates care plans and coordinates services. Duties include data entry into computer database, communication and consultation with family members, other Springwell staff and community professionals. 
No weekends, evenings, nights or holidays.
QUALIFICATIONS
Bachelor's Degree required.
Previous experience in human services field preferred.
Working with computers, entering data and running reports.
A reliable car, current driver's license and safe driving record required.
Russian or Armenian speaking preferred but not required.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Flexible Work Options available after 6 months; alternate start time between 8:00 and 9:30 a.m., 4 day work week, 4.5 day work week, telecommuting work option, remote work option
Employee referral bonuses
Free parking 
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities.
We believe in:
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Boston, Case Manager, Case Management, Housing, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Telecommuting, Remote, Telecommuter, Telecommute, Council on Aging, Program Coordinator, Case Worker
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://www.applicantpro.com/openings/springwell/jobs/1772539-143011 "
30,Elder Protective Services Investigator,"Waltham, MA",Apr 27,https://boston.craigslist.org/gbs/npo/d/waltham-elder-protective-services/7313258405.html,"
compensation: Pays $30.77/hr. ($60k annually)

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Springwell is seeking a positive and energetic team member to join our Protective Services Department! 
Pays $30.77/hr. ($60k annually).
POSITION DESCRIPTION
As an Elder Protective Services Investigator you will investigate reports of abuse, neglect, financial exploitation, and self neglect of elders to determine if there is a reasonable cause to substantiate the report. You will respond to emergency and crisis situations, conduct assessment of capacity and functional abilities as well as arrange for the delivery of services to alleviate substantiated allegations.
You must be flexible as each day is different and one call can change all your plans. You must have excellent writing skills as there is a fair amount of documentation. Organization is key if you're going to be successful and a good sense of humor never hurts. 
QUALIFICATIONS
Master's degree in Social Work or related field with one year experience in counseling or case management; or a Bachelor's degree in Social Work or related field with two years experience in counseling or case management.
Experience with crisis intervention, elders, and/or investigations.
Ability to independently organize work, take initiative, and meet deadlines.
A reliable car, current driver's license and safe driving record required.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Employee referral bonuses
Free parking
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities. 
We believe in:
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Ashland, Dover, Framingham, Holliston, Hopkinton, Natick, Sherborn, Sudbury, Wayland, Boston, Westwood, Case Manager, Case Management, Housing, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, LICSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Protective Services, PS, Crisis Intervention, Crisis, Investigator, Criminal Justice, Counseling, Abuse, Neglect
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://www.applicantpro.com/openings/springwell/jobs/1770802-143011 "
31,"Housing Care Coordinator, 55k/year","Waltham, MA",Apr 27,https://boston.craigslist.org/gbs/npo/d/waltham-housing-care-coordinator-55k/7313256893.html,"
compensation: Pays $28.21/hr. ($55k annually)

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Springwell is seeking an enthusiastic and compassionate Housing Care Coordinator to join our Housing Department. 
Pays $28.21/hr. ($55k annually).
POSITION DESCRIPTION
The Housing Care Coordinator conducts comprehensive in-home assessments with elders, helps determine needs and eligibility for government subsidized services, creates care plans and coordinates services. The Case Manager also provides regularly scheduled office hours in assigned housing sites to provide consultation and assistance for all residents of the building. The Case Manager communicates and collaborates with housing authority staff and community professionals. 
Our ideal candidate will have a strong desire to work with seniors and individuals with disabilities, excellent organizational skills and be able manage constant change with a positive attitude.
QUALIFICATIONS
Bachelor's Degree required. Degree in Social Work, human services, nursing, psychology, sociology or related field preferred. Candidates with a degree in another discipline must demonstrate experience and/or strong interest in the field of human services via previous employment, internship, volunteer activity and/or additional studies.
Social Work license or eligibility for MA Social Work license preferred.
One year experience in human services field required.
Working with computers, entering data and running reports.
A reliable car, current driver's license and safe driving record required.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Flexible Work Options available after 6 months; alternate start time between 8:00 and 9:30 a.m.
Employee referral bonuses
Free parking 
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities. 
We believe in:
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Boston, Case Manager, Case Management, Housing, Resident Services Coordinator, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Council on Aging
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://www.applicantpro.com/openings/springwell/jobs/1770797-143011 "
32,Case Manager/Life Coach,N/A,Apr 26,https://boston.craigslist.org/nwb/npo/d/merrimac-case-manager-life-coach/7312897846.html,"
compensation: varies with experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Unique, innovative human service agency based in Merrimac, MA, providing an array of Therapeutic Supports to Individuals with disabilities, is seeking a Full Time Case Manager/Life Coach.

Primary Individual Functions/Job Duties 
•	Provide holistic, individualized, and effective Case Management supports to adults residing in independent and/or Shared Living Arrangements.
•	Assist with the Person Centered Planning activities, and collaborate with the Individual’s family, guardian, and team (initially and ongoing) for adults referred to the Program. 
•	Assist with the development and implementations of all safety guidelines and procedures to ensure that Individual’s health, personal, and safety needs are met at all times.
•	Work collaboratively with the agency’s nurse to ensure that Individual’s medical/dental/psychiatric needs are met at all times and maintain related documentation.
•	Participate in all necessary training, obtain required certifications, and perform non- skilled nursing tasks, such as tube feedings, as needed.
•	Assist in the development of ISP goals/objectives, facilitate implementation strategies, and compile specific relevant data and information. 
•	Promote and teach human rights and self- advocacy skills.
•	Assist in the development and implementation of individualized Therapeutic Guidelines including Positive Behavior Supports and Trauma Informed approaches.
•	Coordinate and facilitate therapeutic supports, (such as individual therapy, sensory diets, speech and language exercises, and relationship groups) and skill building activities to assist Individuals in overcoming challenges.  
•	Work collaboratively with the Management Team in providing guidance, training, and supervision to Shared Living Providers and Support Staff.
•	Work with Providers to ensure that their needs for ongoing and emergency supports, including respite and crisis prevention supports, are met. 
•	Maintain required documentation and such as monthly visitation notes, updated Emergency Fact Sheets, incident reports, etc.
•	Visit Individuals and Household as scheduled, assist with appointments as needed, and provide therapeutic direct care supports.
•	Participate in meetings such ISPs and function as a liaison to DDS Service Coordinators and collaterals.
•	Maintain required documentation/records and ensure compliance with all SLC, DDS, and QUEST regulations, guidelines, policies, contracting and reporting requirements (including DPPCs and incident reports).
•	Assist Individuals in the development and implementation of life skills and in becoming as self- sufficient as possible, without compromising safety.
•	Assist Individuals in the development of social skills, and meaningful relationships and friendships.  
•	Provide crisis prevention and intervention when necessary and appropriate. 
•	Promote a healthy life style and facilitate opportunities for community membership, civic activities, meaningful work and employment. 
•	Assist in planning and facilitating therapeutic agency activities i.e. groups, classes, outings, etc.
•	Promote and facilitate opportunities for purpose, contribution, leadership, and career building for Individuals.
•	Participate in on call responsibilities/rotation
•	Be available to work afternoons and evenings and one weekend day.

Education 
Minimum requirements: Associate’s Degree, Bachelor’s Degree preferred, in Social Work, Psychology or related field. Experience may be substituted for educational requirements.   

Experience 
Must have a minimum of two years’ experience in providing supports to adults/youths with developmental, physical disabilities, and/or mental health challenges. 

Skills/Qualities/Knowledge
•	Ability to provide comprehensive and effective case management services
•	Works to reflect the mission and principles of Shared Living Collaborative and DDS
•	Comprehensive Knowledge of the nature, dynamics, and support needs of Shared Living and ISS households 
•	Knowledge of supervisory skills
•	Effective written and oral communication skills 
•	High degree of flexibility, coachability, adaptability, organization, and attention to detail. 
•	Ability to maintain a confidential working relationship 
•	Ability to prioritize and multi-task. 
•	Crisis prevention and intervention skills
•	Knowledge Positive Behavior Supports and Trauma Informed approaches and ability to apply a variety of therapeutic approaches and strategies
•	Valid driver’s license 
•	Demonstrates solid interpersonal skills and is reliable, consistent and dependable.
•	Exhibits good judgment and decision making skills even in challenging situations and demonstrates creative problem-solving skills.
•	Works well independently and as part of a team.
•	Demonstrates initiative, commitment, and positive energy.
•	Demonstrates personal awareness/self-reflection related to work issues and performance and is committed to personal and professional growth.
•	Understanding of Shared Living Collaborative, and funding agencies policies, procedures, and regulations
•	Ability to work effectively with all collaterals
•	Ability to initiate, coordinate and provide oversight related to all medical and therapeutic supports, safety procedures, skill development, behavior guidelines, assessments,  ISPs, Progress Reports,  etc.
•	Provide oversight related to all record keeping requirements in collaboration with the Management Team
•	Demonstrate a knowledge related to all essential safeguards and procedures such as fire safety, environmental and street safety.
•	Understanding of Sensory Integration Challenges
•	Ability to perform physical tasks such as lifting and providing assistance with mobility 
•	Current CPR, First Aid, Human Rights certification. Training will be provided upon hire.

The Shared Living Collaborative strives to create an agency culture characterized by ownership and a strong sense of community, facilitating flexibility and a mutual responsibility necessary to provide holistic supports to children and adults resulting in an enviable quality of life for all.
While individual job descriptions may outline general and specific tasks, it is the desire and willingness of Employees and Providers to be flexible, invest in, and work as an integral part of our agency team that makes our agency truly extraordinary.
Please reply by e-mail to request an application.
"
33,Residential LPN (Licensed Practical Nurse),Braintree,Apr 26,https://boston.craigslist.org/sob/npo/d/braintree-residential-lpn-licensed/7312821857.html,"
compensation: $58,000 p/year. 3-4 weeks vacation, 12 sick days and 11 holidays. Eliot pays 75% of health and dental insurance and 100% of Life, AD&D, Short and Long Term Disability insurance for full time employees

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Eliot's residential network of services supporting individuals with brain injuries and developmental disabilities, is seeking a Licensed Practical Nurse. The ideal candidate will have two years experience in a community health or skilled nursing setting working with individuals with brain injuries and/or developmental disabilities. The ability to work on a team that provides integrated residential services is a must.
Eliot’s Developmental Disabilities Division is an individual-centered continuum of services that provides innovative and high quality programming to adults with developmental disabilities.
Responsibilities:
Perform direct medical care for individuals as appropriate and ordered by physician which may include monitoring of vitals, blood glucose, catheter care, wound care, etc.
Provide education and consultation to individuals and staff regarding medical health, medication and medical topics.
Provide 1:1 training in specific individualized need areas.
Develop and conduct groups and trainings for individuals and staff in general areas of health and wellness including nutrition, exercise, smoking cessation. Assist individuals with accessing community resources that will support and assist with addressing needs and health wellness efforts.
Provide oversight, guidance and assistance to individuals with understanding their medical conditions. Meet with individuals, staff and providers to discuss any medical diagnoses and conditions, causes, symptoms, complications, and treatment options.
Review all medical documentation for individuals and provide medical care consultation and coordination as needed.
Provide assistance coordinating overall medical care and ensuring medical follow up is done as needed. Attend medical appointments as assigned.
Provide side by side interventions to individuals that focus on education and skills training in relation to health and wellness issues. Assist the team by providing methods for on-going assessment of symptoms and treatment effectiveness and identify appropriate responses/actions.
Meet with any individuals and staff on any new medical diagnosis, when a new medication is prescribed or a new medical device is ordered to ensure that individuals and staff are fully educated and trained.
Participate in the development of treatment goals for each individual related to medical, medication or health concerns. Ensure that treatment goals are realistic, attainable and promote recovery. Ensure that each individual is actively involved in their treatment planning process. Maintain progress notes and all documentation related to ISP’s.
Develop working relationships with community medical providers and VNA related services in order to assist with coordination of medical care. Assist with acting as a liaison to communicate medical issues and concerns to medical providers and ensuring the treatment team has an understanding of concerns.
Ensure the completion and coordination of all consults for all medical appointments for individuals and that documentation from appointments returns back to the program for review.
Participate in the day to day operation of the residence providing direct care and support to individuals to exercise control over their lives, including daily routines within their homes, their treatment and leisure activities.
Requirements:
Valid LPN License
Associates degree
2 years experience working with intellectually disabled or brain injured adults
Valid driver's license and reliable vehicle
Schedule: 1pm-9pm Wed-Sun
Salary: $58,000 p/yr"
34,Major Gifts Officer,Jamaica Plain,Apr 26,https://boston.craigslist.org/gbs/npo/d/jamaica-plain-major-gifts-officer/7312790625.html,"
compensation: $60,244 to $70,875 DOE

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Grassroots International seeks an experienced individual to work as an active member of our
Development Team. The Major Gifts Officer (MGO) is responsible for planning, coordinating,
and implementing cultivation strategies to meet the organization’s major gift fundraising goals.
The position is full-time and will be based in Boston, MA.

Grassroots International works in partnership with social movements to create a just and
sustainable world by advancing the human rights to land, water, and food through global
grantmaking, building solidarity across organizations and movements, and advocacy in the US.
We envision a world in which a universal commitment to the health and well-being of the earth
and all its peoples, fueled by successful global movements for economic and climate justice, has
transformed production practices, consumption patterns, and economic and social relations to
ones based on sustainability, equity, and the rights to land, food, and water. Our partnerships
recognize that change is successful only when people in their own communities organize to
confront the root causes of their societal problems.

Responsibilities:
1. Work in partnership with the development team to create a fundraising plan which is
tailored to individual major donors, mid- and high-end prospects.
2. Maintain a donor portfolio of individual Major donors and provide support to the ED to
manage their portfolio.
3. Coordinate moves management donor pipeline system.
4. Organize educational opportunities, such as delegations or learning immersion programs,
to deepen the knowledge, commitment, and giving of major donors.
5. Integrate and engage in planned giving requests and training. Support other staff and
Board in understanding, cultivating, and securing planned gifts. Maintain an
understanding of best practices in the field. Integrate the planned giving program into a
goal of every donor visit, when possible and appropriate.
6. Maintain an efficient system for the collection of internal information, such as donor
research, short-term, and long-term goals, donor visit results, and communications going
back and forth between donors and GRI board and/or staff in both The Raiser’s Edge and
in hard copy.
7. Keep abreast of trends in giving and philanthropy. Share and apply best practices to help
inform the growth and success of Grassroots' fundraising programs.
8. Work closely with the senior staff, board, and Development staff on coordinating
fundraising opportunities and informing the Department’s annual budget development
process.


Required Qualifications:
● Commitment to the mission of Grassroots International; demonstrated commitment to
human rights, ecological justice, and social movements or community organizing.
● Proven track record in successful Major Gift fundraising. Success in cultivating,
soliciting, and closing mid- and high-end gifts. Demonstrated ability to communicate the
program and mission to internal and external audiences.
● Ability to work as part of a team in a mission-driven and culturally diverse organization.
● High level of self-organization with close attention to detail.
● Extensive knowledge of fundraising best practices and strategies.
● Flexibility and capacity to travel domestically and internationally (when it’s safe to do
so), including maintenance of a valid passport; availability for some evening or weekend
events.
● Authorization to work in the United States.
● Ability to sit at a desk and work on a computer for prolonged periods of time.
Preferred Qualifications:
● Proficiency with Microsoft Office, Google Suite, SALSA, and The Raiser's Edge
● At least three years experience working with individual donors
● Experience with intermediary funders
● Experience with Grassroots International partners and allies
● Experience coordinating volunteers and fundraising teams

Compensation: Full-time position; starting salary $60,244 - $70,875 DOE; excellent benefits,
including health, dental, disability, paid sick time and vacation, and retirement.

To Apply: Send resume and a cover letter to: MGO@grassrootsonline.org with MGO and
YOUR NAME in the subject line. In your cover letter, please be sure to explain one aspect of
Grassroots International’s mission that is particularly compelling to you and why.
No phone calls please. Position open until filled.

Grassroots International is an Equal Opportunity Employer. Black people, indigenous people,
people of color, immigrants, LGBTQ and gender nonconforming individuals, and women are
strongly encouraged to apply. We actively recruit, and support the retention and advancement of,
persons of diverse backgrounds within the organization. We believe that having a board, staff,
and membership with diverse identities and backgrounds enhances our ability to meet our
mission and creates a vibrant environment where individuals can learn, grow and thrive. To that
end, we are committed to fostering a workplace culture where all employees are equally
included, valued, and supported.

Authorization to work in the United States is required    "
35,★★Earn avg $14-$20/hr summer!  Let your political Voice be heard!★★,Boston,Apr 26,https://boston.craigslist.org/gbs/npo/d/boston-earn-avg-hr-summer-let-your/7312772334.html,"
compensation: $14-$20/hr

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Who We Are

The Fund for the Public Interest is seeking hard-working individuals with good communication skills and a passion for social change to fill citizen outreach and field manager positions across the country this summer.

If you are looking to make a difference working to protect the environment and public health, gain real-world work experience, make money, and work with great people, then this is the job for you. The skills and experience you will gain in one summer are great resume-builders and will last far beyond the summer you spend with us.


Our Mission:

The Fund for the Public Interest is a national, nonprofit organization that runs campaigns for America’s leading environmental and social change organizations, such as Environment America. We launched the Fund in 1982 to help find ways to engage people on the most pressing problems of our day and turn that support into solutions. By having face-to-face, one-on-one conversations we give thousands, sometimes millions of people the opportunity for their voices to be heard -- through petitions, emails, small donations and meetings. That’s people power, and that’s what it takes to make change.

This summer, we will be working with U.S. PIRG and Environment America to tackle climate change, save bees from dangerous pesticides, and stop single-use plastics from polluting our oceans and other waterways. Safety is our top priority. We will follow COVID safety protocols and local requirements to keep our staff and the public safe, including running our operation outside, social-distancing, remaining contactless, and providing all staff with masks. Ultimately, we know that it will take people power, and we can’t wait. So this summer we’re committed to adapting the strategies we’ve used for nearly 40 years to safely go out into communities and create the change we need.


Job Description:

We currently have paid canvasser and field manager positions open in select cities across the country. 


As a canvasser you will:

Educate and engage citizens on pressing equality issues.
Build membership and raise money for environmental and social change groups.
Track funds raised, campaign goals met and new members identified while canvassing.

As a field manager, in addition to canvassing every day, you will:

Help the directors launch the campaign and build a team of staff this summer.
Recruit, train and manage a team of staff in the office and in the field.
Develop the strategy to meet or exceed the campaign’s goals for fundraising and membership identification. 
Meet with the directors each week to evaluate progress and provide input on hiring decisions, goals and priorities.

You will also have the opportunity to organize press conferences and build coalitions with other nonprofit organizations. While on staff, you will gain knowledge of pressing concerns facing our country, learn how to effectively generate public support, and obtain a firm understanding of the political process.



Why Apply?

Whether you’re starting a career in politics or looking for an opportunity to gain communication and leadership experience, working in a summer canvass office allows you to learn skills you’ll need to be successful well into the future. You should apply if you want to…


Make a real difference on these issues.
Get experience with grassroots mobilization, fundraising and working with the media.
Gain the skills and experiences needed to launch a career in nonprofit, political or grassroots organizing.
Build long-lasting relationships with a team of people from all across the country who share your interests and concerns on important issues.

Qualifications

Passion for social change.
Excellent communication skills.
Strong work ethic.

Previous experience with staff management or leadership may improve candidacy.


Staff generally earn a base pay between $14-20/hr per hour, which varies by location. You are paid that base hourly pay for meeting the minimum performance standard, plus may earn an additional $1-7 per hour or more for exceeding the minimum performance standard. Staff never earn less than minimum wage for the hours that they work. So, you could earn between $14 and $20 per hour depending on performance.

Depending on your position, location and other factors you may be eligible for benefits including medical, dental, and vision insurance for employees and dependents, our commuter benefit program, 401(k) with employer match, paid time off and short-term disability insurance. We also offer an excellent training program and opportunities for advancement.


Fund for the Public Interest is an equal opportunity employer and will not discriminate against any employee or applicant on the basis of race, color, national or ethnic origin, religion, age, sex, disability, pregnancy, or veteran status.


To apply, call 781-488-6378 or send your contact information through this link: https://www.summerjobsthatmatter.org
"
36,Housing Family Advocate,"Lynn, MA",Apr 23,https://boston.craigslist.org/nos/npo/d/lynn-housing-family-advocate/7311493147.html,"
compensation: Centerboard offers competitive pay, benefits and time off.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The housing/family advocate will service as a case manager and meet with Centerboard shelter families; provide case management, housing search/stabilization, scheduled unit inspections and assist families with services necessary to meet goals and obtain stabilized housing. In addition family advocates will utilize multi-cultural awareness, collaborative proactive solutions to resolve conflicts have the ability to communicate effectively with their colleagues to share responsibilities and meet the needs of the program and funders.

Essential Functions:
•	Provide written monthly summaries of housing advocacy goals and accomplishments, barriers and strategies. 
•	 Provide 12-18 month stabilization when family moves.
•	Maintain accurate demographic and service statistics for each family.
•	Provide written monthly summaries of family advocacy goals and accomplishments, barriers and strategies.
•	Maintain demographic and service statistics for each family.
•	Conduct intake interviews with prospective families as needed.
•	Conduct “orientation” with new families, including making certain that all necessary program documents are signed upon entry.
•	Conduct “site checks” to ensure the orderliness and cleanliness of sites as well as compliance by families with program policy
•	Ensure maintenance repairs and request are reported and followed up with.
•	Mediate to settle tenant-landlord issues. 
•	Ability to use data base systems to accurately document case notes.

Competencies:
Bachelor’s Degree preferred.  High School Diploma/GED required. Two years’ experience working in human services, housing service, case management or independent living program is desirable.  Candidate must possess strong communication and organizational skills.  Valid driver’s license with an acceptable driving record required. Able to relate to people; written and verbal communication skills. Must be able to work with computer data bases and document information. Spanish speaking is a plus. 

This is a rewarding position which offers a great benefit package with a competitive salary. If you enjoy working with people, a flexible work environment and want or make a difference in the lives of others interested applicants should apply via the link below to be considered for the position.

Learn more about what Centerboard does by visiting us at www.centerboard.org

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a
"
37,Summer Jobs! ♻Protect Our Environment♻ Apply Today! Avg $14-$20/hr,Boston,Apr 23,https://boston.craigslist.org/gbs/npo/d/boston-summer-jobs-protect-our/7311357338.html,"
compensation: $14-$20/hr

employment type: full-time

non-profit organization

","

QR Code Link to This Post











"
38,"Veterinary Technician - BVC ($17-$23/hr, up to $2k Sign On Bonus)",Boston,Apr 22,https://boston.craigslist.org/gbs/npo/d/boston-veterinary-technician-bvc-hr-up/7311070342.html,"
compensation: Hourly

employment type: full-time

non-profit organization

","

QR Code Link to This Post


We are currently offering a sign on bonus of up to $2,000!

Use your skills, contribute, and make a difference! 

The Animal Rescue League of Boston is seeking an enthusiastic full-time Certified Veterinary Technician or experienced non-certified Veterinary Technician to join Boston Veterinary Care. 

Who we are: 
•	Boston Veterinary Care is a busy small animal, four-doctor veterinary practice located in Boston’s beautiful and historic South End. We see appointments and perform a wide variety of surgeries, with all profits from the hospital benefiting the shelter pets of the Animal Rescue League.
What we offer: 
•	A real lunch break seriously-its encouraged! Get out and stroll around Boston Commons or sit down for lunch at an outdoor patio
•	A set 4 day work week-work/life balance is important to us
•	A very very small workspace (no sugar coating it) but great equipment and quality medicine
•	An excellent benefit package, easy access to public transportation and free parking.
•	Becoming a part of one of the best and oldest animal welfare organizations 
What you will do:
•	You will be involved in all aspects of patient care, including assisting doctors in clinical appointments, surgery prep, anesthesia monitoring and recovery
•	You will be encouraged to share your thoughts to improve how we deliver our best care and service.
•	You will help us improve our services and continue to grow as a team of caring veterinary professionals who work to exceed the expectations of our clients, provide exceptional care to our patients and build a team that has fun, supports each other and learns together.
*Previous experience in a veterinary clinic is required. Non-CVTs must have at least three years of experience.
To apply & view full job description: please go to our website at: https://www.arlboston.org/careers/

Cover letters highly desired!
"
39,Veterinary Technician Supervisor - Boston Veterinary Care,Boston,Apr 22,https://boston.craigslist.org/gbs/npo/d/boston-veterinary-technician-supervisor/7311069944.html,"
compensation: Hourly

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Use your skills, contribute, and make a difference! 
The Animal Rescue League of Boston is seeking an enthusiastic Certified Veterinary Technician to join our team as the full-time Veterinary Technician Supervisor. 
Who we are: 
•	Boston Veterinary Care is a busy small animal, four-doctor veterinary practice located in Boston’s beautiful and historic South End. We see appointments and perform a wide variety of surgeries, with all profits from the hospital benefiting the shelter pets of the Animal Rescue League.
What we offer: 
•	A real lunch break seriously-its encouraged! Get out and stroll around Boston Commons or sit down for lunch at an outdoor patio
•	A set 4 day work week-work/life balance is important to us
•	A very very small workspace (no sugar coating it) but great equipment and quality medicine
•	An excellent benefit package, easy access to public transportation and free parking.
•	Becoming a part of one of the best and oldest animal welfare organizations 
What you will do:
•	You will be work collaboratively with the Medical Director and Practice Manager to run BVC efficiently and effectively.
•	You will be encouraged to share your thoughts to improve how we deliver our best care and service.
•	You will help us improve our services and continue to grow as a team of caring veterinary professionals who work to exceed the expectations of our clients, provide exceptional care to our patients and build a team that has fun, supports each other and learns together.
To apply & view full job description: please go to our website at: https://www.arlboston.org/careers/
"
